PositionNED, 0, 0, 5.46338, 31153
PositionNED, 0, 0, 5.46366, 31263
PositionNED, 0, 0, 5.46463, 31311
PositionNED, 0, 0, 5.46501, 31397
PositionNED, 0, 0, 5.46485, 31461
PositionNED, 0, 0, 5.46302, 31552
PositionNED, 0, 0, 5.46167, 31655
PositionNED, 0, 0, 5.45953, 31703
PositionNED, 0, 0, 5.46064, 31783
PositionNED, 0, 0, 5.46061, 31863
PositionNED, 0, 0, 5.46168, 31948
PositionNED, 0, 0, 5.46186, 32028
PositionNED, 0, 0, 5.46108, 32097
PositionNED, 0, 0, 5.46035, 32177
PositionNED, 0, 0, 5.4596, 32273
PositionNED, 0, 0, 5.45678, 32353
PositionNED, 0, 0, 5.453, 32417
PositionNED, 0, 0, 5.45089, 32507
PositionNED, 0, 0, 5.45116, 32605
PositionNED, 0, 0, 5.45372, 32672
PositionNED, 0, 0, 5.45455, 32752
PositionNED, 0, 0, 5.45129, 32832
PositionNED, 0, 0, 5.44762, 32908
PositionNED, 0, 0, 5.44564, 32982
PositionNED, 0, 0, 5.44455, 33062
VelocityNED, -0.00751848, 0.0014966, 0.0216406, 31153
VelocityNED, -0.00748541, 0.00223932, 0.0218219, 31263
VelocityNED, -0.00838972, 0.0018948, 0.0228606, 31311
VelocityNED, -0.00907271, 0.00212346, 0.022421, 31397
VelocityNED, -0.00927889, 0.00285705, 0.0223153, 31461
VelocityNED, -0.00918497, 0.00338456, 0.0212125, 31552
VelocityNED, -0.00929237, 0.00328233, 0.021193, 31655
VelocityNED, -0.0096854, 0.00350733, 0.0201805, 31703
VelocityNED, -0.00988955, 0.00356927, 0.0201615, 31783
VelocityNED, -0.0103292, 0.0037433, 0.0198909, 31863
VelocityNED, -0.0105243, 0.00402519, 0.0197151, 31948
VelocityNED, -0.0106633, 0.00364881, 0.0196165, 32028
VelocityNED, -0.0104141, 0.0040356, 0.0190584, 32097
VelocityNED, -0.0101352, 0.00390069, 0.0188739, 32177
VelocityNED, -0.0102788, 0.00360752, 0.0174572, 32273
VelocityNED, -0.0101609, 0.00363021, 0.0165761, 32353
VelocityNED, -0.00952266, 0.00392606, 0.0151512, 32417
VelocityNED, -0.00969057, 0.00444875, 0.014809, 32507
VelocityNED, -0.0100452, 0.00502238, 0.0151377, 32605
VelocityNED, -0.00997284, 0.0047747, 0.0152184, 32672
VelocityNED, -0.0103895, 0.00475844, 0.0152651, 32752
VelocityNED, -0.0107586, 0.00525492, 0.0130829, 32832
VelocityNED, -0.0107668, 0.00513053, 0.0118644, 32908
VelocityNED, -0.0101843, 0.00540005, 0.0112819, 32982
VelocityNED, -0.0101949, 0.0051058, 0.0109157, 33062
EulerAngle, 5.0355, -4.20466, 61.6341, 31185
EulerAngle, 5.03763, -4.20551, 61.6493, 31263
EulerAngle, 5.06179, -4.19781, 61.7384, 31349
EulerAngle, 5.05729, -4.20164, 61.6891, 31413
EulerAngle, 5.05702, -4.19988, 61.684, 31493
EulerAngle, 5.05574, -4.20061, 61.6823, 31568
EulerAngle, 5.0605, -4.19603, 61.6793, 31655
EulerAngle, 5.06519, -4.19631, 61.6761, 31735
EulerAngle, 5.06963, -4.19563, 61.6739, 31815
EulerAngle, 5.07006, -4.1945, 61.6723, 31916
EulerAngle, 5.07024, -4.1964, 61.6665, 31980
EulerAngle, 5.07001, -4.19594, 61.6617, 32053
