PositionNED, 0, 0, -1.84151, 27610
PositionNED, 0, 0, -1.8445, 27695
PositionNED, 0, 0, -1.84551, 27759
PositionNED, 0, 0, -1.84468, 27853
VelocityNED, -0.000126038, -0.0110026, -0.0160864, 27610
VelocityNED, 0.000127161, -0.0112318, -0.0171663, 27695
VelocityNED, 0.000659151, -0.0111961, -0.016794, 27759
VelocityNED, 0.000867635, -0.0109638, -0.0162382, 27853
EulerAngle, -0.00381314, -0.156733, -135.637, 27594
EulerAngle, -0.00374113, -0.157407, -135.639, 27695
EulerAngle, -0.00272374, -0.159059, -135.636, 27775
EulerAngle, -0.00304389, -0.156683, -135.638, 27853
Input, 0, 0, 0, 0, 25927
Input, 0, 0, 0, 0, 26227
Input, 0, 0, 0, 0, 26527
Input, 0, 0, 0, 0, 26827
Input, 0, 0, 0, 0, 27127
Input, 0, 0, 0, 0, 27427
Input, 0, 0, 0, 0, 27727
PositionNED, 0, 0, -1.84336, 27931
VelocityNED, 0.000609193, -0.0103564, -0.015319, 27931
EulerAngle, -0.00244112, -0.156158, -135.636, 27931
PositionNED, 0, 0, -1.84378, 28011
VelocityNED, 0.00056268, -0.0100153, -0.0148498, 28011
EulerAngle, -0.00577579, -0.155644, -135.635, 28011
Input, 0, 0, 0, 0, 28027
PositionNED, 0, 0, -1.84554, 28096
VelocityNED, 0.000334301, -0.00930921, -0.0149401, 28096
EulerAngle, -0.00463693, -0.153871, -135.634, 28096
PositionNED, 0, 0, -1.8459, 28166
VelocityNED, 0.000685124, -0.00920744, -0.0149211, 28166
EulerAngle, -0.00510734, -0.155113, -135.635, 28166
PositionNED, 0, 0, -1.84873, 28256
VelocityNED, 0.000721668, -0.0094033, -0.0158408, 28256
EulerAngle, -0.00567752, -0.154693, -135.63, 28255
PositionNED, 0, 0, -1.8488, 28329
VelocityNED, 0.000654786, -0.00949326, -0.0153641, 28329
EulerAngle, -0.00470824, -0.154027, -135.63, 28329
Input, 0, 0, 0, 0, 28327
PositionNED, 0, 0, -1.84882, 28409
VelocityNED, 0.00071397, -0.00929061, -0.0146258, 28409
EulerAngle, -0.00587216, -0.15302, -135.632, 28409
PositionNED, 0, 0, -1.84909, 28494
VelocityNED, 0.000760745, -0.00925268, -0.0141639, 28494
EulerAngle, -0.00531724, -0.152769, -135.631, 28494
PositionNED, 0, 0, -1.84798, 28570
VelocityNED, 0.00100952, -0.00907543, -0.0131076, 28570
EulerAngle, -0.00712453, -0.14856, -135.629, 28570
Input, 0, 0, 0, 0, 28628
PositionNED, 0, 0, -1.84807, 28648
VelocityNED, 0.000796835, -0.00910517, -0.012039, 28648
EulerAngle, -0.00686184, -0.150832, -135.63, 28648
PositionNED, 0, 0, -1.8465, 28728
VelocityNED, 0.00083593, -0.00888476, -0.0115076, 28728
EulerAngle, -0.00667618, -0.15148, -135.627, 28712
EulerAngle, -0.0102177, -0.150103, -135.626, 28792
PositionNED, 0, 0, -1.84394, 28831
VelocityNED, 0.000457114, -0.00872119, -0.0102783, 28831
PositionNED, 0, 0, -1.83885, 28894
VelocityNED, 5.27131e-05, -0.00800508, -0.00779941, 28894
EulerAngle, -0.0108995, -0.149601, -135.625, 28894
Input, 0, 0, 0, 0, 28928
PositionNED, 0, 0, -1.83449, 28967
VelocityNED, 9.89607e-06, -0.0074745, -0.00636435, 28967
EulerAngle, -0.012938, -0.150356, -135.621, 28967
PositionNED, 0, 0, -1.83062, 29054
VelocityNED, 8.82542e-05, -0.00736881, -0.00447837, 29054
EulerAngle, -0.0134107, -0.14779, -135.618, 29054
PositionNED, 0, 0, -1.83106, 29132
VelocityNED, -0.000431527, -0.00686015, -0.00604594, 29132
EulerAngle, -0.0113691, -0.14915, -135.617, 29132
PositionNED, 0, 0, -1.83437, 29210
VelocityNED, -0.000567446, -0.00690312, -0.00674846, 29210
EulerAngle, -0.0141587, -0.148067, -135.617, 29210
Input, 0, 0, 0, 0, 29228
PositionNED, 0, 0, -1.83427, 29292
VelocityNED, -0.000521579, -0.00661746, -0.00589427, 29292
EulerAngle, -0.0129577, -0.148433, -135.613, 29292
PositionNED, 0, 0, -1.83299, 29356
VelocityNED, -0.00085719, -0.00580193, -0.00548918, 29356
EulerAngle, -0.0154366, -0.148197, -135.613, 29372
PositionNED, 0, 0, -1.83098, 29449
VelocityNED, -0.00106922, -0.00540277, -0.00519683, 29449
EulerAngle, -0.0121914, -0.146786, -135.613, 29433
PositionNED, 0, 0, -1.82969, 29525
VelocityNED, -0.00167626, -0.0055085, -0.00434752, 29525
EulerAngle, -0.0115748, -0.147653, -135.61, 29525
Input, 0, 0, 0, 0, 29528
PositionNED, 0, 0, -1.82902, 29608
VelocityNED, -0.00148782, -0.00526066, -0.00540932, 29608
EulerAngle, -0.0108825, -0.148454, -135.61, 29608
PositionNED, 0, 0, -1.82916, 29693
VelocityNED, -0.00192498, -0.00521574, -0.00546984, 29693
EulerAngle, -0.00953005, -0.149159, -135.609, 29693
PositionNED, 0, 0, -1.82959, 29772
VelocityNED, -0.00175715, -0.00529441, -0.0057878, 29772
EulerAngle, -0.00982247, -0.147261, -135.609, 29772
PositionNED, 0, 0, -1.8326, 29849
VelocityNED, -0.0016814, -0.00538785, -0.00716699, 29849
EulerAngle, -0.0114815, -0.147072, -135.608, 29849
Input, 0, 0, 0, 0, 29828
PositionNED, 0, 0, -1.8343, 29913
VelocityNED, -0.00164849, -0.00513889, -0.00760772, 29913
EulerAngle, -0.0125272, -0.148746, -135.605, 29929
PositionNED, 0, 0, -1.83226, 30009
VelocityNED, -0.00175578, -0.00536262, -0.0063049, 30009
EulerAngle, -0.012832, -0.149636, -135.605, 30009
PositionNED, 0, 0, -1.82796, 30094
VelocityNED, -0.00211261, -0.00528301, -0.00464339, 30094
EulerAngle, -0.0103792, -0.151219, -135.605, 30094
Input, 0, 0, 0, 0, 30128
PositionNED, 0, 0, -1.82227, 30176
VelocityNED, -0.0024102, -0.00544172, -0.00255284, 30176
EulerAngle, -0.011071, -0.153518, -135.606, 30176
PositionNED, 0, 0, -1.81669, 30249
VelocityNED, -0.00227679, -0.00526272, 0.000189426, 30249
EulerAngle, -0.0129084, -0.15287, -135.609, 30249
PositionNED, 0, 0, -1.81214, 30329
VelocityNED, -0.00184991, -0.00453836, 0.00161281, 30329
EulerAngle, -0.0122776, -0.150473, -135.606, 30313
PositionNED, 0, 0, -1.81172, 30409
VelocityNED, -0.00177777, -0.00486195, 0.00172554, 30409
EulerAngle, -0.0131442, -0.150285, -135.607, 30393
Input, 0, 0, 0, 0, 30428
PositionNED, 0, 0, -1.81234, 30494
VelocityNED, -0.00159535, -0.00507341, 0.000671658, 30494
EulerAngle, -0.0114061, -0.149254, -135.608, 30494
PositionNED, 0, 0, -1.81244, 30569
VelocityNED, -0.0017247, -0.00503897, -8.72116e-05, 30569
EulerAngle, -0.0102557, -0.148915, -135.61, 30569
PositionNED, 0, 0, -1.81172, 30653
VelocityNED, -0.00177611, -0.00465458, 0.000109858, 30653
EulerAngle, -0.0122315, -0.149269, -135.611, 30653
PositionNED, 0, 0, -1.80938, 30728
VelocityNED, -0.00185987, -0.00461437, 0.00136283, 30728
EulerAngle, -0.0109385, -0.150477, -135.61, 30728
Input, 0, 0, 0, 0, 30728
PositionNED, 0, 0, -1.80587, 30832
VelocityNED, -0.00195241, -0.00463009, 0.00321605, 30832
EulerAngle, -0.0121501, -0.149612, -135.609, 30832
PositionNED, 0, 0, -1.80493, 30895
VelocityNED, -0.00163588, -0.0046209, 0.00373292, 30895
EulerAngle, -0.0111256, -0.149885, -135.609, 30895
PositionNED, 0, 0, -1.80367, 30972
VelocityNED, -0.00097377, -0.00487086, 0.00398436, 30972
EulerAngle, -0.0122907, -0.149743, -135.609, 30972
Input, 0, 0, 0, 0, 31028
PositionNED, 0, 0, -1.79989, 31058
VelocityNED, -0.00145625, -0.00485189, 0.00488232, 31058
EulerAngle, -0.0141493, -0.147191, -135.609, 31058
PositionNED, 0, 0, -1.79533, 31132
VelocityNED, -0.00150505, -0.00542408, 0.00613105, 31132
EulerAngle, -0.0121813, -0.14502, -135.609, 31132
PositionNED, 0, 0, -1.79083, 31211
VelocityNED, -0.00156901, -0.00548693, 0.00790016, 31211
EulerAngle, -0.0107683, -0.146767, -135.61, 31211
PositionNED, 0, 0, -1.7871, 31295
VelocityNED, -0.00150085, -0.00527619, 0.00872887, 31295
EulerAngle, -0.0100794, -0.143925, -135.61, 31295
PositionNED, 0, 0, -1.78682, 31373
VelocityNED, -0.00163328, -0.00533604, 0.00816748, 31373
EulerAngle, -0.010908, -0.142481, -135.611, 31373
Input, 0, 0, 0, 0, 31328
PositionNED, 0, 0, -1.78721, 31451
VelocityNED, -0.00186855, -0.00514192, 0.0077412, 31451
EulerAngle, -0.00965254, -0.140629, -135.611, 31451
PositionNED, 0, 0, -1.78332, 31532
VelocityNED, -0.00145923, -0.00520159, 0.00972951, 31532
EulerAngle, -0.00883466, -0.139286, -135.61, 31532
PositionNED, 0, 0, -1.77859, 31609
VelocityNED, -0.00143822, -0.0050174, 0.0116799, 31609
EulerAngle, -0.011326, -0.13879, -135.613, 31609
Input, 0, 0, 0, 0, 31629
PositionNED, 0, 0, -1.77264, 31694
VelocityNED, -0.00130378, -0.0051912, 0.0129895, 31694
EulerAngle, -0.0135733, -0.138628, -135.615, 31694
PositionNED, 0, 0, -1.76764, 31758
VelocityNED, -0.00115348, -0.00487329, 0.0146262, 31758
EulerAngle, -0.0111253, -0.137106, -135.616, 31774
PositionNED, 0, 0, -1.76259, 31854
VelocityNED, -0.00147447, -0.00538105, 0.0163795, 31854
EulerAngle, -0.0110863, -0.136823, -135.616, 31854
PositionNED, 0, 0, -1.75647, 31931
VelocityNED, -0.00128687, -0.00530162, 0.0183824, 31931
EulerAngle, -0.0129903, -0.133436, -135.615, 31931
Input, 0, 0, 0, 0, 31929
PositionNED, 0, 0, -1.75019, 32011
VelocityNED, -0.00149026, -0.00499892, 0.0207126, 32011
EulerAngle, -0.011919, -0.133416, -135.615, 31995
PositionNED, 0, 0, -1.74586, 32094
VelocityNED, -0.00130976, -0.00454897, 0.0216688, 32094
EulerAngle, -0.0108521, -0.132959, -135.616, 32094
PositionNED, 0, 0, -1.74427, 32171
VelocityNED, -0.00108102, -0.00460064, 0.0219086, 32171
EulerAngle, -0.0107752, -0.133308, -135.618, 32171
Input, 0, 0, 0, 0, 32229
PositionNED, 0, 0, -1.74537, 32249
VelocityNED, -0.00109006, -0.00453259, 0.0218008, 32249
EulerAngle, -0.0100194, -0.133111, -135.618, 32249
PositionNED, 0, 0, -1.7473, 32328
VelocityNED, -0.00119197, -0.00461792, 0.0205583, 32328
EulerAngle, -0.00879425, -0.132248, -135.619, 32328
PositionNED, 0, 0, -1.7486, 32408
VelocityNED, -0.0010851, -0.00456576, 0.0192133, 32408
EulerAngle, -0.00810894, -0.131558, -135.62, 32408
PositionNED, 0, 0, -1.74911, 32493
VelocityNED, -0.000788766, -0.00434955, 0.0193602, 32493
EulerAngle, -0.00803925, -0.132269, -135.623, 32493
Input, 0, 0, 0, 0, 32529
PositionNED, 0, 0, -1.74627, 32571
VelocityNED, -0.000613044, -0.00417827, 0.0202777, 32571
EulerAngle, -0.00788023, -0.129218, -135.623, 32571
PositionNED, 0, 0, -1.74252, 32649
VelocityNED, -0.000212801, -0.00420136, 0.0217235, 32649
EulerAngle, -0.00694959, -0.128457, -135.622, 32649
PositionNED, 0, 0, -1.73766, 32712
VelocityNED, -8.56209e-05, -0.00392495, 0.0232516, 32712
EulerAngle, -0.00909815, -0.128829, -135.622, 32729
PositionNED, 0, 0, -1.73089, 32835
VelocityNED, 0.000336421, -0.00371011, 0.0251021, 32835
EulerAngle, -0.0100213, -0.127027, -135.622, 32836
Input, 0, 0, 0, 0, 32829
PositionNED, 0, 0, -1.72485, 32888
VelocityNED, 0.00108334, -0.00332216, 0.0266231, 32888
EulerAngle, -0.0124534, -0.123877, -135.621, 32888
PositionNED, 0, 0, -1.7199, 32952
VelocityNED, 0.00133163, -0.00282097, 0.0277126, 32952
EulerAngle, -0.0125005, -0.124646, -135.62, 32968
PositionNED, 0, 0, -1.7126, 33053
VelocityNED, 0.00203285, -0.00240892, 0.030517, 33053
EulerAngle, -0.00993353, -0.122685, -135.621, 33053
PositionNED, 0, 0, -1.7069, 33127
VelocityNED, 0.00256978, -0.00206417, 0.0319134, 33127
EulerAngle, -0.00748032, -0.122066, -135.622, 33127
Input, 0, 0, 0, 0, 33129
PositionNED, 0, 0, -1.70325, 33213
VelocityNED, 0.00298023, -0.00169865, 0.0330075, 33213
EulerAngle, -0.00677622, -0.122397, -135.621, 33213
PositionNED, 0, 0, -1.70273, 33293
VelocityNED, 0.00294931, -0.00174702, 0.0330381, 33293
EulerAngle, -0.00674076, -0.120925, -135.622, 33293
PositionNED, 0, 0, -1.7031, 33370
VelocityNED, 0.00401998, -0.00142314, 0.0322048, 33370
EulerAngle, -0.0049722, -0.123303, -135.621, 33370
PositionNED, 0, 0, -1.70174, 33448
VelocityNED, 0.00447303, -0.00176473, 0.0323095, 33448
EulerAngle, -0.00361245, -0.124111, -135.622, 33448
Input, 0, 0, 0, 0, 33429
PositionNED, 0, 0, -1.70107, 33531
VelocityNED, 0.0045689, -0.00172541, 0.0320948, 33531
EulerAngle, -0.00479528, -0.122308, -135.621, 33531
PositionNED, 0, 0, -1.70316, 33606
VelocityNED, 0.00457545, -0.00205195, 0.031331, 33606
EulerAngle, -0.00317983, -0.126655, -135.622, 33606
PositionNED, 0, 0, -1.70509, 33670
VelocityNED, 0.0047209, -0.00188561, 0.0298793, 33670
